version,semilla,makespan,balance,energia,score_agregado,tamano_frente,tiempo_ejecucion
memetico,24,1550.1499594240574,287.5281668801917,623.6045234407547,2.624365807561365,150,52.85089373588562
memetico,25,1548.8566594240574,287.4630914083608,623.4715771009879,2.6233123159794047,150,52.99815392494202
memetico,11,1546.3449638799286,279.14249300149766,623.9503297831941,2.5950050725876146,150,80.95025038719177
memetico,5,1559.395579298816,287.5144931993878,624.215191800645,2.629815421934003,150,82.22222352027893
memetico,3,1544.6901205628399,282.5390285671943,623.4265331745362,2.6047511552785476,150,82.89636778831482
memetico,10,1559.6951594240577,287.3732852275386,624.2458184566567,2.6295382711228577,150,81.69578719139099
memetico,8,1541.244445008533,284.5555833675791,623.1644852267596,2.609375812624901,150,82.00636887550354
memetico,9,1543.1178594240575,287.6645597151641,623.1245936217838,2.620618786317505,150,82.16890096664429
memetico,4,1543.1457066409769,275.30611077375795,623.9124743411771,2.580563424006125,150,83.05636739730835
memetico,6,1543.7891816257406,281.55258624894765,623.5507756321124,2.6011900339742846,150,82.76780843734741
memetico,16,1546.0236908357172,285.76402431952613,623.4042014856681,2.616136023843424,150,81.98129200935364
memetico,7,1541.9740072983582,279.6712719770449,623.537360764932,2.593992235141613,150,83.7115888595581
memetico,13,1541.8998791189179,285.24051415220924,623.1919294610237,2.612025838344476,150,83.5167715549469
memetico,12,1561.1477792988155,287.2950380879685,624.350372644279,2.6301531203868445,150,83.75267672538757
memetico,14,1550.6752943802044,282.1825809216698,623.9464590504983,2.60729833462019,150,83.36685824394226
memetico,15,1542.981977192989,286.86925632279804,623.1551001784838,2.6179434146893694,150,83.37253451347351
memetico,17,1542.136695652965,285.2650772933177,623.1815036167857,2.6122112296853306,150,83.27339816093445
memetico,27,1542.5685820645376,283.31768626520886,623.3287653888914,2.6061462434242384,150,41.47822642326355
memetico,28,1554.695159424057,287.3560210373403,623.9149208132587,2.6265080129030562,150,41.25572347640991
memetico,26,1542.9182372047294,285.09959291825527,623.2390076455825,2.612132534490238,150,41.754897594451904
memetico,29,1542.981977192989,284.75603744974467,623.27458794167,2.6110700485837435,150,41.30867910385132
