version,semilla,makespan,balance,energia,score_agregado,tamano_frente,tiempo_ejecucion
estandar,22,1543.0655585436066,283.2125412004111,623.3843163459233,2.6061236066244926,73,19.60490655899048
estandar,23,1549.9439902184258,279.9908344105076,624.0226328481729,2.59973568054639,63,19.44364070892334
estandar,24,1551.7650063638266,280.3832595423562,624.0361696424576,2.6019736106694684,68,21.19214153289795
estandar,25,1554.258070870149,283.6778992566232,624.177584843628,2.6144042970194774,74,13.807429313659668
estandar,26,1564.4595197652202,280.6800783873236,625.0020409188094,2.610690079629131,72,13.954821109771729
estandar,27,1546.886182229526,282.0981429146326,623.6856310019975,2.604749707023535,75,21.152740240097046
estandar,28,1557.640972271178,278.36393839859755,624.6538250269869,2.5990628879789908,68,14.003953456878662
estandar,29,1552.4490607949303,281.72517212694567,624.0306598952423,2.6067808087662017,67,14.110443115234375
memetico,0,1547.0552400326353,279.44304769448564,623.9581730345519,2.5963732642853916,73,16.20381212234497
memetico,1,1561.721202311909,279.5128029702653,624.8864894906355,2.605264929376794,69,16.98529553413391
memetico,2,1548.4586734275829,276.7694612607135,624.1166973131507,2.588389489458766,53,16.502545833587646
memetico,3,1562.8306943200423,278.06003023008003,625.1108859328535,2.6012976659262694,65,16.7458074092865
memetico,4,1559.9985792988157,282.98374948481217,624.5237533831665,2.615455245146163,74,25.679301738739014
memetico,5,1558.2511722442512,278.26367538060936,624.7440940668087,2.5991627336767404,64,25.057067155838013
memetico,6,1552.6517288226391,283.7348913498185,623.8721550010359,2.613354771293147,69,24.65224552154541
memetico,7,1554.4082943848302,278.8887311002295,624.4477026930077,2.5989013975641435,70,25.25528073310852
memetico,8,1546.0376652923846,287.82510027301475,623.3198089492589,2.622892703483754,66,25.30381989479065
memetico,9,1555.347292974959,271.0374008530229,625.2579924409807,2.5743573528180046,50,24.372397422790527
memetico,10,1547.1320295335909,278.7834362099378,623.9691272037469,2.594228602900512,60,25.37634587287903
memetico,11,1559.0427822178406,280.69242170527497,624.5971038244292,2.6074443736852118,71,25.079922437667847
memetico,12,1550.3768426547297,277.2498914880534,624.2693774012869,2.5911681225750955,68,25.032583713531494
memetico,13,1557.7069506510154,280.0312455088769,624.563943844285,2.6045251658469333,67,25.367865085601807
memetico,14,1543.225765754756,279.6752941533657,623.6401521902932,2.594778366517587,65,25.32894277572632
memetico,15,1552.2110809011565,281.35116366129364,624.061879326859,2.6054597231218315,68,25.56523561477661
memetico,16,1559.365675007309,280.9598576150923,624.6148263287259,2.6085225909759515,65,25.11419439315796
memetico,17,1552.5848529945256,282.95604509825324,624.0440809353131,2.610970787684745,70,25.305590629577637
memetico,18,1557.3533579658335,284.100600455031,624.2695148001144,2.617492273071279,78,16.253151655197144
memetico,19,1560.2163222287068,281.32469700837345,624.6560516691651,2.6102229392410723,70,16.219703435897827
memetico,20,1560.8913978172993,279.91639553861376,624.8488152377131,2.606141515329333,68,16.393138647079468
memetico,21,1554.0319957918339,282.17922706084596,624.139487026951,2.6092412600420003,72,16.601633548736572
memetico,22,1551.4496594240572,282.37210089825265,624.009877616614,2.608407848348986,72,16.561435222625732
memetico,23,1554.218961106925,278.30056539420843,624.524742616582,2.596956235605465,72,16.544891357421875
memetico,24,1563.2739341101658,282.2925345067216,624.8096600523122,2.6151973107236484,76,18.359447717666626
memetico,25,1554.7321726749597,284.3150088471544,624.0985149352096,2.6166520895449605,74,17.942816972732544
memetico,26,1563.653641393798,281.5624849806775,625.0213340044429,2.613256057305504,72,15.283268928527832
memetico,27,1550.052800840214,280.6907302211614,624.0401676718781,2.602148121640947,74,15.389710664749146
memetico,28,1552.982079405797,277.1317821305142,624.3666240907706,2.592215966934285,54,12.523549795150757
memetico,29,1548.3798446465278,274.8079798361486,624.4950840650563,2.582352356155744,73,12.403003454208374
